OrderID,OrderDate,PropertyID,ProductID,Quantity,Sales,ProductName,ProductCategory,Price,PropertyCity,PropertyState
643,07-04-2015,11,25,2,56,Envelopes (Legal),Office Supplies,28,Atlanta,Georgia
644,08-04-2015,2,93,3,255,Terminal,Public Areas,85,Cincinnati,Ohio
645,08-04-2015,18,88,2,12,Serving Tray,Public Areas,6,Phoenix,Arizona
646,08-04-2015,15,91,3,42,Small Sign,Public Areas,14,Chicago,Illinois
647,08-04-2015,20,20,1,30,Pens,Office Supplies,30,San Francisco,California
648,08-04-2015,10,38,3,750,Bed (Double),Furnishings,250,Arlington,Virginia
649,08-04-2015,18,44,2,110,Floor Lamp,Furnishings,55,Phoenix,Arizona
650,09-04-2015,5,41,3,255,Office Chair,Furnishings,85,Kansas City,Missouri
651,09-04-2015,3,31,3,60,Sticky Notes,Office Supplies,20,Portland,Oregon
652,09-04-2015,10,6,1,40,Conditioner,Housekeeping,40,Arlington,Virginia
653,09-04-2015,7,23,1,85,Printer Toner,Office Supplies,85,Boston,Massachusetts
654,09-04-2015,16,60,2,390,Portable Drill,Maintenance,195,Denver,Colorado
655,09-04-2015,4,13,3,60,Bed Sheet (Double),Housekeeping,20,Seattle,Washington
656,10-04-2015,6,91,2,28,Small Sign,Public Areas,14,Orlando,Florida
657,10-04-2015,13,72,1,12,Nails,Maintenance,12,New Orleans,Louisiana
658,10-04-2015,4,31,1,20,Sticky Notes,Office Supplies,20,Seattle,Washington
659,10-04-2015,18,50,2,66,Small Vase,Furnishings,33,Phoenix,Arizona
660,10-04-2015,2,28,1,8,Staples,Office Supplies,8,Cincinnati,Ohio
661,10-04-2015,20,22,2,6,Paper Clips,Office Supplies,3,San Francisco,California
662,10-04-2015,9,84,3,225,Tall Chair,Public Areas,75,Richmond,Virginia
663,10-04-2015,12,32,2,28,Note Pads,Office Supplies,14,Dallas,Texas
664,10-04-2015,2,20,2,60,Pens,Office Supplies,30,Cincinnati,Ohio
665,11-04-2015,2,74,3,105,Large Plant,Public Areas,35,Cincinnati,Ohio
666,11-04-2015,17,73,3,45,Mop,Maintenance,15,Las Vegas,Nevada
667,11-04-2015,6,15,2,48,Drinking Glass,Housekeeping,24,Orlando,Florida
668,11-04-2015,16,31,2,40,Sticky Notes,Office Supplies,20,Denver,Colorado
669,11-04-2015,5,34,1,5,Shower Curtain,Furnishings,5,Kansas City,Missouri
670,11-04-2015,7,94,1,70,Monitor,Public Areas,70,Boston,Massachusetts
671,12-04-2015,8,69,2,82,Door Knob,Maintenance,41,Philadelphia,Pennsylvania
672,12-04-2015,11,82,3,180,Business Cards,Public Areas,60,Atlanta,Georgia
673,12-04-2015,3,66,2,42,Wood Glue,Maintenance,21,Portland,Oregon
674,12-04-2015,9,7,1,35,Hand Soap,Housekeeping,35,Richmond,Virginia
675,12-04-2015,4,75,3,75,Small Plant,Public Areas,25,Seattle,Washington
676,12-04-2015,11,30,1,6,Permanent Markers,Office Supplies,6,Atlanta,Georgia
677,13-04-2015,17,15,1,24,Drinking Glass,Housekeeping,24,Las Vegas,Nevada
678,13-04-2015,7,53,2,40,Iron,Furnishings,20,Boston,Massachusetts
679,13-04-2015,14,40,3,357,Coffee Maker,Furnishings,119,Nashville,Tennessee
680,13-04-2015,10,37,2,600,Bed (King),Furnishings,300,Arlington,Virginia
681,13-04-2015,20,78,1,20,Small Area Rug,Public Areas,20,San Francisco,California
682,14-04-2015,12,19,3,51,Light Bulb,Housekeeping,17,Dallas,Texas
683,14-04-2015,7,92,2,40,Large Sign,Public Areas,20,Boston,Massachusetts
684,14-04-2015,13,45,1,102,Computer Desk,Furnishings,102,New Orleans,Louisiana
685,14-04-2015,18,91,1,14,Small Sign,Public Areas,14,Phoenix,Arizona
686,14-04-2015,2,58,2,170,Mirror,Furnishings,85,Cincinnati,Ohio
687,14-04-2015,15,64,2,54,Gaffer's Tape,Maintenance,27,Chicago,Illinois
688,14-04-2015,8,11,3,30,Shower Cap,Housekeeping,10,Philadelphia,Pennsylvania
689,15-04-2015,12,7,2,70,Hand Soap,Housekeeping,35,Dallas,Texas
690,15-04-2015,10,86,2,430,Sofa,Public Areas,215,Arlington,Virginia
691,15-04-2015,4,60,1,195,Portable Drill,Maintenance,195,Seattle,Washington
692,15-04-2015,16,79,3,309,Coffee Table,Public Areas,103,Denver,Colorado
693,15-04-2015,1,2,3,15,Hand Towel,Housekeeping,5,New York,New York
694,15-04-2015,6,39,2,90,Alarm Clock,Furnishings,45,Orlando,Florida
695,15-04-2015,1,33,2,20,Towel Rack,Furnishings,10,New York,New York
696,15-04-2015,7,76,1,80,Ficus,Public Areas,80,Boston,Massachusetts
697,15-04-2015,14,28,3,24,Staples,Office Supplies,8,Nashville,Tennessee
698,16-04-2015,6,7,3,105,Hand Soap,Housekeeping,35,Orlando,Florida
699,16-04-2015,12,60,2,390,Portable Drill,Maintenance,195,Dallas,Texas
700,16-04-2015,14,23,3,255,Printer Toner,Office Supplies,85,Nashville,Tennessee
701,16-04-2015,19,49,1,27,Large Vase,Furnishings,27,Los Angeles,California
702,16-04-2015,8,19,2,34,Light Bulb,Housekeeping,17,Philadelphia,Pennsylvania
703,16-04-2015,13,8,1,35,Bath Soap,Housekeeping,35,New Orleans,Louisiana
704,16-04-2015,15,63,2,54,Duct Tape,Maintenance,27,Chicago,Illinois
705,16-04-2015,16,10,1,19,Toilet Paper,Housekeeping,19,Denver,Colorado
706,17-04-2015,5,39,3,135,Alarm Clock,Furnishings,45,Kansas City,Missouri
707,17-04-2015,18,68,1,30,Window Screen,Maintenance,30,Phoenix,Arizona
708,17-04-2015,7,1,3,27,Large Towel,Housekeeping,9,Boston,Massachusetts
709,17-04-2015,11,84,1,75,Tall Chair,Public Areas,75,Atlanta,Georgia
710,17-04-2015,13,93,2,170,Terminal,Public Areas,85,New Orleans,Louisiana
711,18-04-2015,11,59,2,28,Screws,Maintenance,14,Atlanta,Georgia
712,18-04-2015,17,25,1,28,Envelopes (Legal),Office Supplies,28,Las Vegas,Nevada
713,18-04-2015,18,63,1,27,Duct Tape,Maintenance,27,Phoenix,Arizona
714,18-04-2015,2,22,3,9,Paper Clips,Office Supplies,3,Cincinnati,Ohio
715,18-04-2015,19,56,3,114,Telephone,Furnishings,38,Los Angeles,California
716,18-04-2015,20,82,2,120,Business Cards,Public Areas,60,San Francisco,California
717,19-04-2015,12,52,3,54,Ironing Board,Furnishings,18,Dallas,Texas
718,19-04-2015,20,78,2,40,Small Area Rug,Public Areas,20,San Francisco,California
719,19-04-2015,11,75,2,50,Small Plant,Public Areas,25,Atlanta,Georgia
720,19-04-2015,15,92,3,60,Large Sign,Public Areas,20,Chicago,Illinois
721,19-04-2015,17,45,1,102,Computer Desk,Furnishings,102,Las Vegas,Nevada
722,19-04-2015,12,89,1,45,Photograph,Public Areas,45,Dallas,Texas
723,19-04-2015,9,63,2,54,Duct Tape,Maintenance,27,Richmond,Virginia
724,19-04-2015,20,30,2,12,Permanent Markers,Office Supplies,6,San Francisco,California
725,19-04-2015,4,66,3,63,Wood Glue,Maintenance,21,Seattle,Washington
726,20-04-2015,8,90,1,138,Luggage Cart,Public Areas,138,Philadelphia,Pennsylvania
727,20-04-2015,18,5,2,80,Moisturizer,Housekeeping,40,Phoenix,Arizona
728,20-04-2015,6,7,1,35,Hand Soap,Housekeeping,35,Orlando,Florida
729,20-04-2015,8,76,2,160,Ficus,Public Areas,80,Philadelphia,Pennsylvania
730,20-04-2015,5,51,3,255,Painting,Furnishings,85,Kansas City,Missouri
731,21-04-2015,1,70,3,351,Door Lock,Maintenance,117,New York,New York
732,21-04-2015,9,14,2,30,Pillowcase,Housekeeping,15,Richmond,Virginia
733,21-04-2015,18,71,2,34,Hammer,Maintenance,17,Phoenix,Arizona
734,21-04-2015,20,52,3,54,Ironing Board,Furnishings,18,San Francisco,California
735,21-04-2015,11,48,1,40,Side Table,Furnishings,40,Atlanta,Georgia
736,21-04-2015,7,10,1,19,Toilet Paper,Housekeeping,19,Boston,Massachusetts
737,21-04-2015,10,25,3,84,Envelopes (Legal),Office Supplies,28,Arlington,Virginia
738,22-04-2015,8,35,3,75,Tissue Box,Furnishings,25,Philadelphia,Pennsylvania
739,22-04-2015,1,30,1,6,Permanent Markers,Office Supplies,6,New York,New York
740,22-04-2015,1,90,2,276,Luggage Cart,Public Areas,138,New York,New York
741,22-04-2015,11,86,2,430,Sofa,Public Areas,215,Atlanta,Georgia
742,22-04-2015,20,75,1,25,Small Plant,Public Areas,25,San Francisco,California
743,22-04-2015,6,36,3,345,Armoire,Furnishings,115,Orlando,Florida
744,22-04-2015,20,87,3,90,End Table,Public Areas,30,San Francisco,California
745,22-04-2015,14,16,3,120,Mouthwash,Housekeeping,40,Nashville,Tennessee
746,22-04-2015,17,80,1,27,Poster Stand,Public Areas,27,Las Vegas,Nevada
747,22-04-2015,1,31,3,60,Sticky Notes,Office Supplies,20,New York,New York
748,23-04-2015,12,9,2,28,Tissues,Housekeeping,14,Dallas,Texas
749,23-04-2015,9,91,1,14,Small Sign,Public Areas,14,Richmond,Virginia
750,23-04-2015,1,84,1,75,Tall Chair,Public Areas,75,New York,New York
751,23-04-2015,4,14,1,15,Pillowcase,Housekeeping,15,Seattle,Washington
752,23-04-2015,7,5,1,40,Moisturizer,Housekeeping,40,Boston,Massachusetts
753,23-04-2015,10,71,2,34,Hammer,Maintenance,17,Arlington,Virginia
754,23-04-2015,13,78,3,60,Small Area Rug,Public Areas,20,New Orleans,Louisiana
755,23-04-2015,1,18,1,24,Coffee Cup,Housekeeping,24,New York,New York
756,23-04-2015,15,68,2,60,Window Screen,Maintenance,30,Chicago,Illinois
757,24-04-2015,8,55,3,600,Television,Furnishings,200,Philadelphia,Pennsylvania
758,24-04-2015,13,68,3,90,Window Screen,Maintenance,30,New Orleans,Louisiana
759,25-04-2015,17,84,2,150,Tall Chair,Public Areas,75,Las Vegas,Nevada
760,25-04-2015,19,29,3,18,Erasable Markers,Office Supplies,6,Los Angeles,California
761,25-04-2015,4,71,3,51,Hammer,Maintenance,17,Seattle,Washington
762,26-04-2015,7,65,2,178,Ladder,Maintenance,89,Boston,Massachusetts
763,26-04-2015,11,52,1,18,Ironing Board,Furnishings,18,Atlanta,Georgia
764,26-04-2015,5,73,3,45,Mop,Maintenance,15,Kansas City,Missouri
765,26-04-2015,10,26,1,13,Envelopes (Catalog),Office Supplies,13,Arlington,Virginia
766,26-04-2015,8,8,2,70,Bath Soap,Housekeeping,35,Philadelphia,Pennsylvania
767,26-04-2015,7,32,3,42,Note Pads,Office Supplies,14,Boston,Massachusetts
768,27-04-2015,8,73,1,15,Mop,Maintenance,15,Philadelphia,Pennsylvania
769,27-04-2015,2,81,3,9,Flyer Holder,Public Areas,3,Cincinnati,Ohio
770,27-04-2015,10,48,1,40,Side Table,Furnishings,40,Arlington,Virginia
771,27-04-2015,10,88,3,18,Serving Tray,Public Areas,6,Arlington,Virginia
772,27-04-2015,11,45,2,204,Computer Desk,Furnishings,102,Atlanta,Georgia
773,27-04-2015,14,9,1,14,Tissues,Housekeeping,14,Nashville,Tennessee
774,27-04-2015,11,37,3,900,Bed (King),Furnishings,300,Atlanta,Georgia
775,28-04-2015,16,63,3,81,Duct Tape,Maintenance,27,Denver,Colorado
776,28-04-2015,7,6,2,80,Conditioner,Housekeeping,40,Boston,Massachusetts
777,28-04-2015,20,85,2,160,Low Chair,Public Areas,80,San Francisco,California
778,28-04-2015,9,60,2,390,Portable Drill,Maintenance,195,Richmond,Virginia
779,28-04-2015,15,63,1,27,Duct Tape,Maintenance,27,Chicago,Illinois
780,28-04-2015,13,77,1,40,Large Area Rug,Public Areas,40,New Orleans,Louisiana
781,28-04-2015,14,81,2,6,Flyer Holder,Public Areas,3,Nashville,Tennessee
782,28-04-2015,10,75,3,75,Small Plant,Public Areas,25,Arlington,Virginia
783,28-04-2015,7,67,3,30,Adjustable Wrench,Maintenance,10,Boston,Massachusetts
784,29-04-2015,12,53,3,60,Iron,Furnishings,20,Dallas,Texas
785,29-04-2015,14,46,1,115,Safe,Furnishings,115,Nashville,Tennessee
786,29-04-2015,12,25,3,84,Envelopes (Legal),Office Supplies,28,Dallas,Texas
787,29-04-2015,15,76,2,160,Ficus,Public Areas,80,Chicago,Illinois
788,29-04-2015,20,94,1,70,Monitor,Public Areas,70,San Francisco,California
789,29-04-2015,17,42,2,140,Reading Chair,Furnishings,70,Las Vegas,Nevada
790,29-04-2015,17,50,3,99,Small Vase,Furnishings,33,Las Vegas,Nevada
791,29-04-2015,16,47,2,150,Swivel Chair,Furnishings,75,Denver,Colorado
792,29-04-2015,18,8,1,35,Bath Soap,Housekeeping,35,Phoenix,Arizona
793,29-04-2015,6,48,3,120,Side Table,Furnishings,40,Orlando,Florida
794,30-04-2015,11,76,3,240,Ficus,Public Areas,80,Atlanta,Georgia
795,30-04-2015,14,58,2,170,Mirror,Furnishings,85,Nashville,Tennessee
796,30-04-2015,6,47,1,75,Swivel Chair,Furnishings,75,Orlando,Florida
797,30-04-2015,18,9,1,14,Tissues,Housekeeping,14,Phoenix,Arizona
798,01-05-2015,7,41,3,255,Office Chair,Furnishings,85,Boston,Massachusetts
799,01-05-2015,3,91,1,14,Small Sign,Public Areas,14,Portland,Oregon
800,01-05-2015,5,70,3,351,Door Lock,Maintenance,117,Kansas City,Missouri
801,01-05-2015,9,42,2,140,Reading Chair,Furnishings,70,Richmond,Virginia
802,01-05-2015,19,19,3,51,Light Bulb,Housekeeping,17,Los Angeles,California
803,01-05-2015,18,1,3,27,Large Towel,Housekeeping,9,Phoenix,Arizona
804,02-05-2015,2,37,1,300,Bed (King),Furnishings,300,Cincinnati,Ohio
805,02-05-2015,8,93,1,85,Terminal,Public Areas,85,Philadelphia,Pennsylvania
806,02-05-2015,11,77,1,40,Large Area Rug,Public Areas,40,Atlanta,Georgia
807,02-05-2015,15,91,2,28,Small Sign,Public Areas,14,Chicago,Illinois
808,02-05-2015,16,24,3,72,Envelopes (Letter),Office Supplies,24,Denver,Colorado
809,03-05-2015,16,56,3,114,Telephone,Furnishings,38,Denver,Colorado
810,03-05-2015,6,78,3,60,Small Area Rug,Public Areas,20,Orlando,Florida
811,03-05-2015,2,18,2,48,Coffee Cup,Housekeeping,24,Cincinnati,Ohio
812,03-05-2015,11,91,3,42,Small Sign,Public Areas,14,Atlanta,Georgia
813,03-05-2015,19,25,1,28,Envelopes (Legal),Office Supplies,28,Los Angeles,California
814,03-05-2015,10,78,3,60,Small Area Rug,Public Areas,20,Arlington,Virginia
815,03-05-2015,18,11,2,20,Shower Cap,Housekeeping,10,Phoenix,Arizona
816,03-05-2015,5,61,3,24,Tape Measure,Maintenance,8,Kansas City,Missouri
817,03-05-2015,9,50,3,99,Small Vase,Furnishings,33,Richmond,Virginia
818,03-05-2015,1,32,2,28,Note Pads,Office Supplies,14,New York,New York
819,04-05-2015,8,93,1,85,Terminal,Public Areas,85,Philadelphia,Pennsylvania
820,04-05-2015,14,44,3,165,Floor Lamp,Furnishings,55,Nashville,Tennessee
821,04-05-2015,10,85,1,80,Low Chair,Public Areas,80,Arlington,Virginia
822,04-05-2015,14,33,1,10,Towel Rack,Furnishings,10,Nashville,Tennessee
823,04-05-2015,10,75,1,25,Small Plant,Public Areas,25,Arlington,Virginia
824,05-05-2015,3,75,3,75,Small Plant,Public Areas,25,Portland,Oregon
825,05-05-2015,16,21,2,100,Printer Paper,Office Supplies,50,Denver,Colorado
826,05-05-2015,11,77,2,80,Large Area Rug,Public Areas,40,Atlanta,Georgia
827,05-05-2015,19,56,1,38,Telephone,Furnishings,38,Los Angeles,California
828,05-05-2015,11,66,3,63,Wood Glue,Maintenance,21,Atlanta,Georgia
829,05-05-2015,8,93,2,170,Terminal,Public Areas,85,Philadelphia,Pennsylvania
830,06-05-2015,1,8,3,105,Bath Soap,Housekeeping,35,New York,New York
831,06-05-2015,17,20,2,60,Pens,Office Supplies,30,Las Vegas,Nevada
832,06-05-2015,4,16,3,120,Mouthwash,Housekeeping,40,Seattle,Washington
833,06-05-2015,2,55,1,200,Television,Furnishings,200,Cincinnati,Ohio
834,06-05-2015,9,64,2,54,Gaffer's Tape,Maintenance,27,Richmond,Virginia
835,06-05-2015,11,83,1,60,Bar Stool,Public Areas,60,Atlanta,Georgia
836,06-05-2015,13,89,3,135,Photograph,Public Areas,45,New Orleans,Louisiana
837,06-05-2015,11,86,1,215,Sofa,Public Areas,215,Atlanta,Georgia
838,06-05-2015,15,17,1,18,Clothes Hanger,Housekeeping,18,Chicago,Illinois
839,07-05-2015,10,18,3,72,Coffee Cup,Housekeeping,24,Arlington,Virginia
840,07-05-2015,15,65,3,267,Ladder,Maintenance,89,Chicago,Illinois
841,07-05-2015,7,50,1,33,Small Vase,Furnishings,33,Boston,Massachusetts
842,07-05-2015,1,80,1,27,Poster Stand,Public Areas,27,New York,New York
843,08-05-2015,13,1,3,27,Large Towel,Housekeeping,9,New Orleans,Louisiana
844,08-05-2015,7,12,3,87,Bed Sheet (King),Housekeeping,29,Boston,Massachusetts
845,08-05-2015,18,74,1,35,Large Plant,Public Areas,35,Phoenix,Arizona
846,08-05-2015,14,13,1,20,Bed Sheet (Double),Housekeeping,20,Nashville,Tennessee
847,08-05-2015,8,13,1,20,Bed Sheet (Double),Housekeeping,20,Philadelphia,Pennsylvania
848,08-05-2015,17,64,1,27,Gaffer's Tape,Maintenance,27,Las Vegas,Nevada
849,08-05-2015,18,75,2,50,Small Plant,Public Areas,25,Phoenix,Arizona
850,08-05-2015,9,67,2,20,Adjustable Wrench,Maintenance,10,Richmond,Virginia
851,08-05-2015,3,41,2,170,Office Chair,Furnishings,85,Portland,Oregon
852,08-05-2015,8,93,2,170,Terminal,Public Areas,85,Philadelphia,Pennsylvania
853,09-05-2015,17,31,2,40,Sticky Notes,Office Supplies,20,Las Vegas,Nevada
854,09-05-2015,13,60,1,195,Portable Drill,Maintenance,195,New Orleans,Louisiana
855,09-05-2015,8,48,2,80,Side Table,Furnishings,40,Philadelphia,Pennsylvania
856,09-05-2015,20,27,1,8,Invisible Tape,Office Supplies,8,San Francisco,California
857,09-05-2015,12,88,3,18,Serving Tray,Public Areas,6,Dallas,Texas
858,09-05-2015,11,21,2,100,Printer Paper,Office Supplies,50,Atlanta,Georgia
859,09-05-2015,7,73,1,15,Mop,Maintenance,15,Boston,Massachusetts
860,10-05-2015,6,1,1,9,Large Towel,Housekeeping,9,Orlando,Florida
861,10-05-2015,8,43,1,38,Table Lamp,Furnishings,38,Philadelphia,Pennsylvania
862,10-05-2015,17,57,3,210,Wireless Router,Furnishings,70,Las Vegas,Nevada
863,10-05-2015,12,47,2,150,Swivel Chair,Furnishings,75,Dallas,Texas
864,10-05-2015,15,59,2,28,Screws,Maintenance,14,Chicago,Illinois
865,10-05-2015,17,29,2,12,Erasable Markers,Office Supplies,6,Las Vegas,Nevada
866,11-05-2015,7,49,2,54,Large Vase,Furnishings,27,Boston,Massachusetts
867,11-05-2015,19,54,3,450,Chest of Drawers,Furnishings,150,Los Angeles,California
868,11-05-2015,8,94,3,210,Monitor,Public Areas,70,Philadelphia,Pennsylvania
869,11-05-2015,18,54,2,300,Chest of Drawers,Furnishings,150,Phoenix,Arizona
870,11-05-2015,5,5,3,120,Moisturizer,Housekeeping,40,Kansas City,Missouri
871,11-05-2015,20,57,1,70,Wireless Router,Furnishings,70,San Francisco,California
872,11-05-2015,13,27,1,8,Invisible Tape,Office Supplies,8,New Orleans,Louisiana
873,11-05-2015,6,90,2,276,Luggage Cart,Public Areas,138,Orlando,Florida
874,12-05-2015,4,8,3,105,Bath Soap,Housekeeping,35,Seattle,Washington
875,12-05-2015,9,22,1,3,Paper Clips,Office Supplies,3,Richmond,Virginia
876,12-05-2015,15,93,3,255,Terminal,Public Areas,85,Chicago,Illinois
877,12-05-2015,13,6,2,80,Conditioner,Housekeeping,40,New Orleans,Louisiana
878,12-05-2015,14,15,2,48,Drinking Glass,Housekeeping,24,Nashville,Tennessee
879,12-05-2015,7,86,1,215,Sofa,Public Areas,215,Boston,Massachusetts
880,12-05-2015,2,66,1,21,Wood Glue,Maintenance,21,Cincinnati,Ohio
881,12-05-2015,2,10,3,57,Toilet Paper,Housekeeping,19,Cincinnati,Ohio
882,12-05-2015,2,4,3,120,Shampoo,Housekeeping,40,Cincinnati,Ohio
883,13-05-2015,19,79,2,206,Coffee Table,Public Areas,103,Los Angeles,California
884,13-05-2015,1,87,2,60,End Table,Public Areas,30,New York,New York
885,13-05-2015,7,6,2,80,Conditioner,Housekeeping,40,Boston,Massachusetts
886,13-05-2015,12,73,1,15,Mop,Maintenance,15,Dallas,Texas
887,13-05-2015,14,59,3,42,Screws,Maintenance,14,Nashville,Tennessee
888,13-05-2015,8,58,1,85,Mirror,Furnishings,85,Philadelphia,Pennsylvania
889,13-05-2015,6,12,3,87,Bed Sheet (King),Housekeeping,29,Orlando,Florida
890,14-05-2015,6,37,1,300,Bed (King),Furnishings,300,Orlando,Florida
891,14-05-2015,16,56,2,76,Telephone,Furnishings,38,Denver,Colorado
892,14-05-2015,8,48,1,40,Side Table,Furnishings,40,Philadelphia,Pennsylvania
893,14-05-2015,15,16,1,40,Mouthwash,Housekeeping,40,Chicago,Illinois
894,14-05-2015,3,7,2,70,Hand Soap,Housekeeping,35,Portland,Oregon
895,14-05-2015,12,3,2,6,Washcloth,Housekeeping,3,Dallas,Texas
896,14-05-2015,19,79,3,309,Coffee Table,Public Areas,103,Los Angeles,California
897,14-05-2015,14,44,3,165,Floor Lamp,Furnishings,55,Nashville,Tennessee
898,15-05-2015,14,33,3,30,Towel Rack,Furnishings,10,Nashville,Tennessee
899,15-05-2015,3,24,1,24,Envelopes (Letter),Office Supplies,24,Portland,Oregon
900,15-05-2015,8,6,2,80,Conditioner,Housekeeping,40,Philadelphia,Pennsylvania
901,16-05-2015,7,82,3,180,Business Cards,Public Areas,60,Boston,Massachusetts
902,16-05-2015,2,5,1,40,Moisturizer,Housekeeping,40,Cincinnati,Ohio
903,16-05-2015,16,70,2,234,Door Lock,Maintenance,117,Denver,Colorado
904,16-05-2015,11,55,3,600,Television,Furnishings,200,Atlanta,Georgia
905,16-05-2015,9,60,1,195,Portable Drill,Maintenance,195,Richmond,Virginia
906,16-05-2015,6,75,3,75,Small Plant,Public Areas,25,Orlando,Florida
907,17-05-2015,16,26,1,13,Envelopes (Catalog),Office Supplies,13,Denver,Colorado
908,17-05-2015,5,33,1,10,Towel Rack,Furnishings,10,Kansas City,Missouri
909,17-05-2015,18,8,2,70,Bath Soap,Housekeeping,35,Phoenix,Arizona
910,17-05-2015,7,22,3,9,Paper Clips,Office Supplies,3,Boston,Massachusetts
911,17-05-2015,3,12,3,87,Bed Sheet (King),Housekeeping,29,Portland,Oregon
912,17-05-2015,10,5,1,40,Moisturizer,Housekeeping,40,Arlington,Virginia
913,18-05-2015,13,84,1,75,Tall Chair,Public Areas,75,New Orleans,Louisiana
914,18-05-2015,7,59,2,28,Screws,Maintenance,14,Boston,Massachusetts
915,18-05-2015,20,92,1,20,Large Sign,Public Areas,20,San Francisco,California
916,18-05-2015,9,88,3,18,Serving Tray,Public Areas,6,Richmond,Virginia
917,19-05-2015,9,93,1,85,Terminal,Public Areas,85,Richmond,Virginia
918,19-05-2015,4,52,2,36,Ironing Board,Furnishings,18,Seattle,Washington
919,19-05-2015,16,35,2,50,Tissue Box,Furnishings,25,Denver,Colorado
920,19-05-2015,6,43,2,76,Table Lamp,Furnishings,38,Orlando,Florida
921,19-05-2015,20,36,3,345,Armoire,Furnishings,115,San Francisco,California
922,19-05-2015,3,90,2,276,Luggage Cart,Public Areas,138,Portland,Oregon
923,19-05-2015,13,42,2,140,Reading Chair,Furnishings,70,New Orleans,Louisiana
924,19-05-2015,12,12,3,87,Bed Sheet (King),Housekeeping,29,Dallas,Texas
925,19-05-2015,15,24,2,48,Envelopes (Letter),Office Supplies,24,Chicago,Illinois
926,20-05-2015,8,80,3,81,Poster Stand,Public Areas,27,Philadelphia,Pennsylvania
927,20-05-2015,10,40,2,238,Coffee Maker,Furnishings,119,Arlington,Virginia
928,20-05-2015,3,33,1,10,Towel Rack,Furnishings,10,Portland,Oregon
929,20-05-2015,7,44,3,165,Floor Lamp,Furnishings,55,Boston,Massachusetts
930,20-05-2015,11,46,1,115,Safe,Furnishings,115,Atlanta,Georgia
931,20-05-2015,11,45,3,306,Computer Desk,Furnishings,102,Atlanta,Georgia
932,20-05-2015,2,4,3,120,Shampoo,Housekeeping,40,Cincinnati,Ohio
933,21-05-2015,11,67,2,20,Adjustable Wrench,Maintenance,10,Atlanta,Georgia
934,21-05-2015,16,51,1,85,Painting,Furnishings,85,Denver,Colorado
935,21-05-2015,17,76,2,160,Ficus,Public Areas,80,Las Vegas,Nevada
936,21-05-2015,2,26,3,39,Envelopes (Catalog),Office Supplies,13,Cincinnati,Ohio
937,21-05-2015,4,12,3,87,Bed Sheet (King),Housekeeping,29,Seattle,Washington
938,22-05-2015,3,47,3,225,Swivel Chair,Furnishings,75,Portland,Oregon
939,22-05-2015,3,85,1,80,Low Chair,Public Areas,80,Portland,Oregon
940,22-05-2015,10,52,1,18,Ironing Board,Furnishings,18,Arlington,Virginia
941,22-05-2015,15,56,1,38,Telephone,Furnishings,38,Chicago,Illinois
942,22-05-2015,13,90,3,414,Luggage Cart,Public Areas,138,New Orleans,Louisiana
943,23-05-2015,20,61,2,16,Tape Measure,Maintenance,8,San Francisco,California
944,23-05-2015,11,86,1,215,Sofa,Public Areas,215,Atlanta,Georgia
945,23-05-2015,10,78,2,40,Small Area Rug,Public Areas,20,Arlington,Virginia
946,23-05-2015,9,55,3,600,Television,Furnishings,200,Richmond,Virginia
947,23-05-2015,12,89,3,135,Photograph,Public Areas,45,Dallas,Texas
948,23-05-2015,4,52,2,36,Ironing Board,Furnishings,18,Seattle,Washington
949,23-05-2015,3,12,2,58,Bed Sheet (King),Housekeeping,29,Portland,Oregon
950,23-05-2015,17,74,1,35,Large Plant,Public Areas,35,Las Vegas,Nevada
951,23-05-2015,3,3,1,3,Washcloth,Housekeeping,3,Portland,Oregon
952,24-05-2015,1,60,2,390,Portable Drill,Maintenance,195,New York,New York
953,24-05-2015,18,51,1,85,Painting,Furnishings,85,Phoenix,Arizona
954,24-05-2015,10,27,2,16,Invisible Tape,Office Supplies,8,Arlington,Virginia
955,24-05-2015,8,55,1,200,Television,Furnishings,200,Philadelphia,Pennsylvania
956,24-05-2015,13,42,3,210,Reading Chair,Furnishings,70,New Orleans,Louisiana
957,25-05-2015,14,40,1,119,Coffee Maker,Furnishings,119,Nashville,Tennessee
958,25-05-2015,5,60,1,195,Portable Drill,Maintenance,195,Kansas City,Missouri
959,25-05-2015,2,5,2,80,Moisturizer,Housekeeping,40,Cincinnati,Ohio
960,25-05-2015,13,57,2,140,Wireless Router,Furnishings,70,New Orleans,Louisiana
961,25-05-2015,16,8,2,70,Bath Soap,Housekeeping,35,Denver,Colorado
962,25-05-2015,7,82,2,120,Business Cards,Public Areas,60,Boston,Massachusetts
963,25-05-2015,16,47,3,225,Swivel Chair,Furnishings,75,Denver,Colorado
964,25-05-2015,20,79,2,206,Coffee Table,Public Areas,103,San Francisco,California
965,26-05-2015,13,88,2,12,Serving Tray,Public Areas,6,New Orleans,Louisiana
966,26-05-2015,18,12,2,58,Bed Sheet (King),Housekeeping,29,Phoenix,Arizona
967,26-05-2015,2,8,3,105,Bath Soap,Housekeeping,35,Cincinnati,Ohio
968,26-05-2015,18,92,1,20,Large Sign,Public Areas,20,Phoenix,Arizona
969,26-05-2015,3,25,2,56,Envelopes (Legal),Office Supplies,28,Portland,Oregon
970,26-05-2015,10,60,1,195,Portable Drill,Maintenance,195,Arlington,Virginia
